"X1","X2","X3","X4"
4.95243141405647,3.63998861133116,1.42419578566562,0.151241822971949
5.01270819765392,3.01012166697679,1.33343172654317,-0.177115033562009
4.19809175989754,3.02733806255668,1.04590213728502,0.749554446151053
4.52722008017579,2.98455020739499,1.4106566096664,0.143220091193874
4.98265534002171,3.68648285865114,1.42988522835947,0.124249577331285
5.37230022370398,3.97386108521635,1.96591097218124,0.462766611836686
4.74148723880953,3.56458328630365,1.47470704193188,0.184794035076343
4.89010897763929,3.44218522949467,1.47869050610215,0.111401920178807
4.43281746617752,2.65991564700176,1.46982182249914,0.149611187322816
4.76537534266802,3.24412608365294,1.42620909866491,0.0669850730758712
5.68677343551412,3.7456536982905,1.72710902445542,0.191530626569606
4.40998451399863,3.44152811282571,1.57329819628753,0.253699630383711
4.70247182302988,3.0813065687575,1.08129274972733,0.200793197757583
4.20034542276064,2.9539469244605,0.931604666833906,0.223292745305904
5.837407749667,3.48154604098817,1.32838381259108,0.278393924259908
6.03189054020221,4.3088471816896,1.30168077943852,0.282353414887297
5.64486185367119,3.88196591181775,1.44141877071203,0.293467500431185
4.89481210401772,3.34492600852202,1.38733248536868,0.214354466455209
5.86717964078232,4.01597865642238,2.03502614228174,0.456895502722256
5.17083012034367,3.70585189590132,1.71391870086813,0.0731801209880551
5.65138927239335,3.27600695107628,1.67479785966961,-0.00343539652901476
5.391452171583,3.73492324263706,1.14505283329216,0.166382210563071
4.56605804356314,3.54616793165455,0.888317843306403,-0.011201255898152
5.43459133555162,3.26931586480723,2.02274412233013,0.705803917208433
4.94539021695849,3.46860631949688,2.06714775494741,0.0208510281262896
4.87316695669029,2.94360893924039,1.72272689954495,-0.268342071669714
5.40035539846607,3.60211316881943,1.60935791834799,0.356892822854009
5.30926949653652,3.54619436351266,1.62231665927156,0.0935278720301338
5.01958838210369,3.53267695747738,1.62367464495545,0.0753693686465685
4.64837648193419,3.40643539308262,1.26545919890405,0.343551606244205
4.80046768902397,2.76748654289899,1.43403598862508,0.15498270276087
5.64335035419475,3.4309745473682,1.44141279562904,-0.0773151129535953
5.23143714357829,4.44660189893154,1.87131304193973,0.176608632968911
5.76293772397718,4.23920701017277,1.41122679006457,0.895357023487794
4.89789132848083,3.16077871046378,1.81050342987623,0.782678550298915
5.54576724970512,3.31362263758629,1.29627696006884,0.551778992534365
5.44826945141655,3.80780830359809,1.36199778480673,0.157664362152748
4.65467956102519,3.70078822627587,1.36266929694005,0.258164690128297
4.72238163487723,3.0316257881223,1.40659011743673,0.188146777934845
5.17018425069331,3.68287748002147,1.6745734833484,0.293956176623456
4.83284446764005,3.69978973850591,1.16611906438514,0.257224534458757
4.29768248405802,2.35667952209707,1.19245949449631,0.675411553885764
4.45785174003727,3.1655169314174,1.23489387958894,0.230840426974268
4.61676617054508,3.09647130022056,1.69362293336657,0.682557175532055
5.19003517750451,3.93364283146721,1.89585026015567,0.142269634765211
4.6182920860198,2.86982455605258,1.21916150518834,0.412710399393425
4.75287049176677,3.36361518842882,1.5127468843207,0.267958410940424
4.47240770749506,3.76684695019189,1.11318755897675,0.182749883385969
5.13234909481171,3.64360717974152,1.51731678314048,0.550690457948048
4.91963403919844,3.63801147772211,1.86124704366484,0.0166875786831472
6.87620173284519,3.40924849906359,4.86967086235537,1.22338788570121
6.06889330878175,3.34753300045217,4.55970490203293,1.6483901919229
6.60467550969399,3.22235854298548,5.16381496961865,1.41641545395487
5.74790655215818,1.90800345764325,4.22909471057316,1.37182199690522
6.5338878082559,2.85907817410971,5.00163639805,1.63719264901936
5.82283659463629,2.74887421649119,4.50460155638165,1.51750803861559
6.23822043258811,3.00207248528988,4.88284021459703,1.48826663325215
4.82259869337714,2.37538043305826,3.39412978316116,1.1670180315669
7.10876583651284,2.55924999631637,4.50186447898455,1.28336721951557
5.36557952729694,2.67348406533008,3.69252688711775,1.998335380169
4.98649862729036,1.80923550619511,3.03330807378657,1.1447511367218
5.91261272489003,2.86509189641326,4.25318782232329,1.77439533684045
5.97231224697569,1.97434291244294,3.82589458967205,0.838350782224613
6.12449389800022,3.00326728439123,4.70260698975954,1.25651774475877
5.68542119027708,2.86134592317153,3.41210351766347,1.22043354622025
6.72047206647358,3.23659968656961,4.25972433124635,1.33233211542137
5.47087636567802,2.91506885370254,4.74642363552012,1.35868069695506
5.36294790667542,2.69762171978878,3.9067973154474,0.958700974908848
6.35091359039711,1.84422283198081,4.40308919658864,1.3970929813522
5.57651362030235,2.21467885123238,3.96422598653363,1.1178185648801
5.58183016067807,3.26993222416194,4.4834143419337,2.0099166733205
6.22048172035746,2.57160118267988,4.00893365312907,0.84895676265843
6.19691864066088,2.63181683618988,4.86106507090154,1.32940507736561
6.10309917739855,2.71269614578506,4.864820944632,1.09180079267914
6.59422888221557,2.88829457576985,4.59027343919246,1.63289638109924
6.89119003641668,2.84217889074144,4.66816958351522,1.46345459000969
7.03120575820144,2.80303804780243,4.56905991744521,1.17284776701663
6.68438275394407,2.73680259378042,5.06536648049517,1.44461383276464
5.98339926710191,3.2594226740538,4.20131457157242,1.33282593042076
5.75110388438015,2.49046697217618,3.798457737784,0.713140757683938
5.62782516017151,2.39001756823575,3.85306213093556,1.02893256464031
4.97167432509721,2.54650939518241,3.78217781908163,1.09428674841019
5.8322149396433,2.70039692124126,3.75311014050053,1.53623342391945
5.97224899180664,2.71753031532157,4.86699577445675,1.26660509759154
